age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
53.0,admin.,single,secondary,no,291.0,no,no,unknown,23.0,jul,145.0,1.0,.0,.0,unknown,no
28.0,services,single,tertiary,no,2938.0,yes,no,cellular,23.0,jul,184.0,2.0,.0,.0,unknown,no
46.0,blue-collar,married,secondary,no,1287.0,no,no,cellular,23.0,jul,229.0,1.0,.0,.0,unknown,no
50.0,technician,married,secondary,no,778.0,no,no,cellular,23.0,jul,16.0,1.0,.0,.0,unknown,no
26.0,technician,single,tertiary,no,14054.0,no,no,cellular,23.0,jul,178.0,1.0,.0,.0,unknown,no
27.0,technician,single,secondary,no,487.0,yes,no,cellular,23.0,jul,319.0,1.0,.0,.0,unknown,no
56.0,blue-collar,married,primary,no,173.0,yes,yes,telephone,23.0,jul,31.0,2.0,.0,.0,unknown,no
45.0,technician,single,tertiary,no,88.0,no,no,unknown,23.0,jul,163.0,4.0,.0,.0,unknown,no
45.0,blue-collar,single,primary,no,308.0,yes,no,cellular,23.0,jul,191.0,2.0,.0,.0,unknown,no
32.0,blue-collar,single,primary,no,33.0,no,no,cellular,23.0,jul,118.0,1.0,.0,.0,unknown,no
39.0,technician,married,tertiary,no,209.0,no,no,unknown,23.0,jul,36.0,2.0,.0,.0,unknown,no
48.0,services,divorced,primary,no,2805.0,no,yes,cellular,23.0,jul,212.0,2.0,.0,.0,unknown,no
55.0,retired,divorced,tertiary,no,-458.0,yes,no,cellular,23.0,jul,1331.0,3.0,.0,.0,unknown,no
42.0,blue-collar,married,primary,no,1532.0,yes,no,cellular,23.0,jul,98.0,3.0,.0,.0,unknown,no
52.0,management,married,tertiary,no,659.0,no,no,cellular,23.0,jul,517.0,4.0,.0,.0,unknown,no
48.0,blue-collar,married,secondary,no,291.0,yes,no,cellular,23.0,jul,448.0,2.0,.0,.0,unknown,no
28.0,self-employed,married,tertiary,no,.0,yes,no,cellular,23.0,jul,339.0,4.0,.0,.0,unknown,no
53.0,management,divorced,tertiary,no,6388.0,yes,no,telephone,23.0,jul,203.0,2.0,.0,.0,unknown,no
56.0,admin.,divorced,secondary,no,-429.0,no,yes,cellular,23.0,jul,229.0,4.0,.0,.0,unknown,no
27.0,services,married,secondary,no,.0,yes,no,cellular,23.0,jul,198.0,13.0,.0,.0,unknown,no
48.0,management,married,tertiary,no,291.0,yes,no,telephone,23.0,jul,350.0,2.0,.0,.0,unknown,no
26.0,management,single,tertiary,no,2356.0,yes,no,cellular,23.0,jul,252.0,6.0,.0,.0,unknown,no
47.0,blue-collar,married,secondary,no,13.0,yes,yes,telephone,23.0,jul,135.0,2.0,.0,.0,unknown,no
50.0,retired,married,primary,no,14.0,no,yes,telephone,23.0,jul,83.0,4.0,.0,.0,unknown,no
29.0,admin.,single,secondary,no,768.0,yes,no,cellular,24.0,jul,119.0,5.0,.0,.0,unknown,no
46.0,blue-collar,married,primary,no,.0,no,no,cellular,24.0,jul,92.0,1.0,.0,.0,unknown,no
47.0,technician,married,secondary,no,232.0,yes,no,cellular,24.0,jul,208.0,1.0,.0,.0,unknown,no
37.0,technician,married,secondary,yes,.0,no,yes,cellular,24.0,jul,101.0,1.0,.0,.0,unknown,no
34.0,self-employed,single,tertiary,no,693.0,yes,no,cellular,24.0,jul,130.0,1.0,.0,.0,unknown,no
43.0,entrepreneur,married,unknown,no,.0,yes,no,cellular,24.0,jul,380.0,1.0,.0,.0,unknown,no
49.0,entrepreneur,divorced,secondary,no,10350.0,no,yes,cellular,24.0,jul,346.0,1.0,.0,.0,unknown,no
59.0,retired,married,secondary,no,163.0,no,no,cellular,24.0,jul,464.0,1.0,.0,.0,unknown,no
53.0,services,married,secondary,no,24.0,yes,no,cellular,24.0,jul,209.0,1.0,.0,.0,unknown,no
40.0,blue-collar,married,secondary,no,3131.0,yes,no,cellular,24.0,jul,401.0,1.0,.0,.0,unknown,no
40.0,services,married,secondary,no,-345.0,yes,no,cellular,24.0,jul,39.0,2.0,.0,.0,unknown,no
34.0,technician,married,secondary,no,945.0,yes,yes,cellular,24.0,jul,181.0,1.0,.0,.0,unknown,no
29.0,technician,single,secondary,no,428.0,yes,no,cellular,24.0,jul,273.0,2.0,.0,.0,unknown,no
27.0,management,married,tertiary,no,2729.0,yes,no,cellular,24.0,jul,218.0,2.0,.0,.0,unknown,no
39.0,blue-collar,married,secondary,no,334.0,yes,no,telephone,24.0,jul,575.0,4.0,.0,.0,unknown,no
28.0,technician,married,secondary,no,169.0,yes,no,cellular,24.0,jul,245.0,2.0,.0,.0,unknown,no
29.0,blue-collar,single,secondary,no,223.0,no,no,cellular,24.0,jul,1259.0,1.0,.0,.0,unknown,no
54.0,entrepreneur,married,tertiary,no,1544.0,no,yes,cellular,24.0,jul,82.0,3.0,.0,.0,unknown,no
25.0,entrepreneur,married,tertiary,no,30.0,yes,no,cellular,24.0,jul,254.0,2.0,.0,.0,unknown,no
57.0,management,married,secondary,no,.0,yes,no,cellular,24.0,jul,725.0,2.0,.0,.0,unknown,no
49.0,management,single,tertiary,no,2555.0,no,yes,cellular,24.0,jul,263.0,2.0,.0,.0,unknown,no
47.0,services,married,secondary,no,2.0,no,no,cellular,24.0,jul,237.0,2.0,.0,.0,unknown,no
29.0,blue-collar,married,primary,no,787.0,yes,no,cellular,24.0,jul,257.0,2.0,.0,.0,unknown,no
45.0,retired,married,primary,no,25.0,no,yes,cellular,25.0,jul,115.0,3.0,.0,.0,unknown,no
49.0,blue-collar,married,secondary,no,233.0,yes,no,cellular,25.0,jul,179.0,2.0,.0,.0,unknown,no
47.0,management,married,tertiary,no,19.0,no,no,cellular,25.0,jul,186.0,2.0,.0,.0,unknown,no
38.0,entrepreneur,married,primary,no,21.0,yes,no,cellular,25.0,jul,65.0,4.0,.0,.0,unknown,no
32.0,blue-collar,married,secondary,yes,-49.0,yes,no,cellular,25.0,jul,173.0,8.0,.0,.0,unknown,no
32.0,admin.,married,tertiary,no,176.0,yes,no,cellular,25.0,jul,50.0,1.0,.0,.0,unknown,no
36.0,admin.,single,secondary,no,191.0,yes,no,cellular,25.0,jul,18.0,7.0,.0,.0,unknown,no
32.0,self-employed,single,secondary,no,1259.0,no,no,cellular,25.0,jul,184.0,2.0,.0,.0,unknown,no
46.0,management,married,unknown,no,802.0,yes,no,telephone,25.0,jul,417.0,1.0,.0,.0,unknown,no
32.0,admin.,married,secondary,no,.0,no,no,cellular,25.0,jul,209.0,1.0,.0,.0,unknown,no
54.0,housemaid,married,secondary,no,209.0,yes,yes,cellular,25.0,jul,97.0,1.0,.0,.0,unknown,no
51.0,entrepreneur,married,secondary,no,2156.0,yes,no,cellular,25.0,jul,84.0,3.0,.0,.0,unknown,no
32.0,technician,single,secondary,no,4069.0,yes,no,cellular,25.0,jul,273.0,1.0,.0,.0,unknown,no
36.0,entrepreneur,single,secondary,no,475.0,no,no,cellular,25.0,jul,141.0,3.0,.0,.0,unknown,no
27.0,admin.,married,secondary,no,158.0,yes,no,cellular,25.0,jul,124.0,2.0,.0,.0,unknown,no
58.0,admin.,married,secondary,no,2.0,yes,yes,telephone,25.0,jul,282.0,9.0,.0,.0,unknown,no
45.0,entrepreneur,divorced,primary,no,888.0,yes,no,telephone,28.0,jul,63.0,6.0,.0,.0,unknown,no
35.0,technician,single,tertiary,no,670.0,yes,no,cellular,28.0,jul,177.0,18.0,.0,.0,unknown,no
53.0,services,married,primary,no,-166.0,no,yes,cellular,28.0,jul,70.0,4.0,.0,.0,unknown,no
50.0,services,married,secondary,no,.0,yes,no,cellular,28.0,jul,88.0,3.0,.0,.0,unknown,no
25.0,student,single,tertiary,no,-380.0,no,no,cellular,28.0,jul,108.0,4.0,.0,.0,unknown,no
36.0,technician,married,secondary,no,-90.0,yes,no,cellular,28.0,jul,110.0,3.0,.0,.0,unknown,no
46.0,admin.,married,secondary,no,31.0,yes,yes,telephone,28.0,jul,302.0,2.0,.0,.0,unknown,no
33.0,technician,married,secondary,no,181.0,yes,yes,telephone,28.0,jul,265.0,2.0,.0,.0,unknown,no
42.0,services,married,secondary,no,98.0,yes,no,telephone,28.0,jul,228.0,2.0,.0,.0,unknown,no
50.0,blue-collar,married,secondary,no,724.0,no,no,cellular,28.0,jul,139.0,2.0,.0,.0,unknown,no
31.0,self-employed,married,tertiary,no,170.0,no,yes,cellular,28.0,jul,98.0,16.0,.0,.0,unknown,no
47.0,housemaid,married,primary,no,20.0,no,yes,cellular,28.0,jul,564.0,5.0,.0,.0,unknown,no
43.0,management,married,tertiary,no,-391.0,yes,no,cellular,28.0,jul,193.0,8.0,.0,.0,unknown,no
39.0,blue-collar,married,secondary,no,1439.0,yes,no,telephone,28.0,jul,73.0,6.0,.0,.0,unknown,no
41.0,technician,divorced,secondary,no,611.0,yes,no,cellular,28.0,jul,157.0,5.0,.0,.0,unknown,no
29.0,services,single,secondary,no,553.0,no,yes,cellular,28.0,jul,60.0,5.0,.0,.0,unknown,no
36.0,technician,divorced,secondary,no,1156.0,yes,yes,cellular,28.0,jul,141.0,7.0,.0,.0,unknown,no
55.0,management,divorced,tertiary,no,141.0,yes,no,cellular,28.0,jul,154.0,5.0,.0,.0,unknown,no
35.0,blue-collar,married,secondary,no,1397.0,yes,no,cellular,28.0,jul,114.0,4.0,.0,.0,unknown,no
44.0,blue-collar,married,secondary,no,841.0,no,no,cellular,28.0,jul,504.0,4.0,.0,.0,unknown,no
34.0,blue-collar,married,secondary,no,156.0,yes,no,cellular,29.0,jul,393.0,3.0,.0,.0,unknown,no
57.0,services,married,primary,no,1700.0,yes,no,cellular,29.0,jul,178.0,12.0,.0,.0,unknown,no
58.0,management,married,tertiary,no,1517.0,yes,no,telephone,29.0,jul,7.0,5.0,.0,.0,unknown,no
31.0,blue-collar,married,secondary,no,892.0,yes,no,cellular,29.0,jul,25.0,22.0,.0,.0,unknown,no
34.0,services,married,secondary,no,.0,yes,no,cellular,29.0,jul,55.0,3.0,.0,.0,unknown,no
44.0,blue-collar,divorced,secondary,no,1781.0,yes,no,cellular,29.0,jul,48.0,3.0,.0,.0,unknown,no
42.0,technician,single,unknown,no,2193.0,no,no,cellular,29.0,jul,305.0,2.0,.0,.0,unknown,no
33.0,technician,single,secondary,no,338.0,yes,no,cellular,29.0,jul,105.0,4.0,.0,.0,unknown,no
44.0,technician,married,secondary,no,1226.0,yes,yes,cellular,29.0,jul,51.0,2.0,.0,.0,unknown,no
46.0,entrepreneur,married,secondary,no,.0,no,no,cellular,29.0,jul,100.0,12.0,.0,.0,unknown,no
49.0,self-employed,married,tertiary,no,7254.0,no,no,cellular,29.0,jul,132.0,4.0,.0,.0,unknown,no
49.0,management,married,unknown,no,126.0,yes,no,cellular,29.0,jul,195.0,2.0,.0,.0,unknown,no
43.0,unemployed,married,primary,no,731.0,no,no,cellular,29.0,jul,360.0,4.0,.0,.0,unknown,no
47.0,admin.,single,secondary,no,1305.0,no,no,cellular,29.0,jul,172.0,2.0,.0,.0,unknown,no
47.0,technician,married,secondary,no,356.0,no,no,cellular,29.0,jul,44.0,5.0,.0,.0,unknown,no
29.0,technician,single,tertiary,no,262.0,yes,yes,cellular,29.0,jul,510.0,9.0,.0,.0,unknown,no
32.0,technician,married,tertiary,no,-252.0,yes,no,cellular,29.0,jul,52.0,4.0,.0,.0,unknown,no
60.0,management,married,tertiary,no,6657.0,yes,no,cellular,29.0,jul,333.0,19.0,.0,.0,unknown,no
32.0,technician,married,secondary,no,1.0,no,yes,cellular,29.0,jul,123.0,6.0,.0,.0,unknown,no
52.0,admin.,married,secondary,no,1746.0,no,no,cellular,30.0,jul,142.0,9.0,.0,.0,unknown,no
25.0,services,single,secondary,no,5.0,no,yes,cellular,30.0,jul,84.0,6.0,.0,.0,unknown,no
26.0,admin.,single,secondary,yes,-42.0,no,yes,cellular,30.0,jul,305.0,3.0,.0,.0,unknown,no
43.0,blue-collar,married,secondary,no,511.0,yes,no,cellular,30.0,jul,67.0,7.0,.0,.0,unknown,no
37.0,admin.,divorced,secondary,no,241.0,yes,yes,cellular,30.0,jul,55.0,25.0,.0,.0,unknown,no
44.0,management,married,secondary,no,488.0,no,yes,cellular,30.0,jul,292.0,11.0,.0,.0,unknown,no
47.0,blue-collar,divorced,secondary,yes,-535.0,yes,no,cellular,30.0,jul,71.0,2.0,.0,.0,unknown,no
46.0,technician,married,secondary,no,.0,no,no,cellular,30.0,jul,77.0,2.0,.0,.0,unknown,no
55.0,unemployed,married,secondary,no,4372.0,yes,no,cellular,30.0,jul,122.0,2.0,.0,.0,unknown,no
40.0,management,divorced,tertiary,no,69.0,yes,no,cellular,30.0,jul,149.0,2.0,.0,.0,unknown,no
50.0,blue-collar,married,secondary,no,.0,no,no,cellular,30.0,jul,144.0,9.0,.0,.0,unknown,no
56.0,self-employed,married,secondary,no,784.0,no,yes,cellular,30.0,jul,149.0,2.0,.0,.0,unknown,no
46.0,admin.,divorced,tertiary,no,-363.0,no,yes,cellular,30.0,jul,96.0,11.0,.0,.0,unknown,no
60.0,retired,married,primary,no,.0,no,no,telephone,30.0,jul,130.0,3.0,.0,.0,unknown,no
32.0,services,married,secondary,no,-31.0,no,yes,telephone,30.0,jul,96.0,6.0,.0,.0,unknown,no
39.0,services,married,secondary,no,1116.0,yes,no,cellular,30.0,jul,486.0,2.0,.0,.0,unknown,no
31.0,entrepreneur,married,secondary,no,1302.0,yes,no,cellular,30.0,jul,89.0,3.0,.0,.0,unknown,no
60.0,housemaid,married,unknown,no,15681.0,no,no,cellular,30.0,jul,140.0,3.0,.0,.0,unknown,no
55.0,management,married,tertiary,no,33.0,yes,no,cellular,30.0,jul,246.0,3.0,.0,.0,unknown,no
44.0,blue-collar,divorced,secondary,no,221.0,no,no,cellular,30.0,jul,149.0,13.0,.0,.0,unknown,no
49.0,technician,married,secondary,no,1712.0,yes,no,cellular,30.0,jul,155.0,3.0,.0,.0,unknown,no
52.0,management,divorced,tertiary,no,.0,yes,yes,cellular,30.0,jul,278.0,3.0,.0,.0,unknown,no
41.0,services,divorced,secondary,no,97.0,no,no,cellular,30.0,jul,244.0,3.0,.0,.0,unknown,no
58.0,blue-collar,married,primary,no,128.0,yes,no,telephone,30.0,jul,49.0,5.0,.0,.0,unknown,no
48.0,blue-collar,married,secondary,no,305.0,no,no,telephone,30.0,jul,169.0,3.0,.0,.0,unknown,no
46.0,entrepreneur,married,secondary,no,4000.0,no,no,cellular,30.0,jul,251.0,3.0,.0,.0,unknown,no
36.0,admin.,married,secondary,no,251.0,no,no,cellular,30.0,jul,180.0,7.0,.0,.0,unknown,no
48.0,self-employed,married,tertiary,no,.0,no,no,cellular,30.0,jul,100.0,5.0,.0,.0,unknown,no
39.0,technician,married,tertiary,no,-1099.0,yes,no,cellular,30.0,jul,56.0,9.0,.0,.0,unknown,no
44.0,self-employed,married,unknown,no,680.0,yes,no,telephone,30.0,jul,84.0,4.0,.0,.0,unknown,no
44.0,services,married,secondary,no,742.0,no,no,telephone,30.0,jul,77.0,5.0,.0,.0,unknown,no
33.0,management,married,tertiary,no,89.0,yes,no,cellular,30.0,jul,61.0,4.0,.0,.0,unknown,no
45.0,management,divorced,secondary,no,51.0,yes,no,cellular,31.0,jul,67.0,8.0,.0,.0,unknown,no
48.0,management,married,tertiary,no,10347.0,yes,no,cellular,31.0,jul,153.0,6.0,.0,.0,unknown,no
37.0,admin.,single,secondary,no,483.0,no,no,cellular,31.0,jul,11.0,11.0,.0,.0,unknown,no
50.0,unemployed,divorced,tertiary,no,64.0,no,no,cellular,31.0,jul,81.0,6.0,.0,.0,unknown,no
36.0,blue-collar,married,secondary,no,462.0,no,no,cellular,31.0,jul,474.0,2.0,.0,.0,unknown,no
32.0,management,single,tertiary,no,29.0,yes,no,cellular,31.0,jul,49.0,24.0,.0,.0,unknown,no
35.0,blue-collar,married,secondary,no,86.0,no,no,cellular,31.0,jul,128.0,2.0,.0,.0,unknown,no
35.0,blue-collar,married,secondary,no,-518.0,yes,no,cellular,31.0,jul,46.0,5.0,.0,.0,unknown,no
41.0,blue-collar,married,primary,no,2053.0,no,no,cellular,31.0,jul,81.0,4.0,.0,.0,unknown,no
47.0,management,married,tertiary,no,2473.0,yes,yes,cellular,31.0,jul,122.0,2.0,.0,.0,unknown,no
46.0,blue-collar,divorced,unknown,no,2391.0,yes,no,cellular,31.0,jul,148.0,2.0,.0,.0,unknown,no
41.0,management,married,secondary,no,.0,no,no,cellular,31.0,jul,83.0,2.0,.0,.0,unknown,no
57.0,housemaid,married,secondary,no,271.0,no,no,cellular,31.0,jul,81.0,4.0,.0,.0,unknown,no
35.0,management,single,secondary,no,3384.0,yes,no,cellular,31.0,jul,372.0,2.0,.0,.0,unknown,no
53.0,management,married,tertiary,no,3366.0,no,no,cellular,31.0,jul,128.0,2.0,.0,.0,unknown,no
46.0,entrepreneur,married,unknown,no,4.0,no,yes,cellular,31.0,jul,171.0,4.0,.0,.0,unknown,no
32.0,blue-collar,married,secondary,no,7365.0,yes,no,cellular,31.0,jul,124.0,5.0,.0,.0,unknown,no
44.0,entrepreneur,divorced,secondary,no,1.0,no,no,cellular,31.0,jul,388.0,4.0,.0,.0,unknown,no
46.0,management,married,tertiary,no,4039.0,yes,no,cellular,31.0,jul,716.0,9.0,.0,.0,unknown,no
40.0,technician,married,tertiary,yes,-2827.0,yes,yes,cellular,31.0,jul,843.0,1.0,.0,.0,unknown,no
44.0,blue-collar,married,unknown,no,879.0,no,no,telephone,31.0,jul,28.0,1.0,.0,.0,unknown,no
49.0,management,married,tertiary,no,413.0,no,yes,cellular,31.0,jul,196.0,4.0,.0,.0,unknown,no
35.0,technician,divorced,unknown,no,-11.0,yes,yes,cellular,31.0,jul,24.0,18.0,.0,.0,unknown,no
32.0,blue-collar,married,primary,no,-105.0,yes,yes,telephone,31.0,jul,454.0,19.0,.0,.0,unknown,no
35.0,blue-collar,married,secondary,no,-172.0,yes,no,cellular,31.0,jul,14.0,32.0,.0,.0,unknown,no
30.0,services,single,secondary,no,12.0,no,yes,cellular,31.0,jul,106.0,31.0,.0,.0,unknown,no
46.0,blue-collar,married,secondary,no,2297.0,no,no,telephone,31.0,jul,16.0,4.0,.0,.0,unknown,no
44.0,blue-collar,married,primary,no,292.0,no,no,cellular,31.0,jul,99.0,4.0,.0,.0,unknown,no
29.0,self-employed,married,tertiary,no,.0,yes,yes,cellular,31.0,jul,46.0,28.0,.0,.0,unknown,no
41.0,blue-collar,married,unknown,no,1402.0,no,no,cellular,31.0,jul,33.0,14.0,.0,.0,unknown,no
29.0,management,married,tertiary,yes,53.0,yes,no,cellular,31.0,jul,27.0,17.0,.0,.0,unknown,no
42.0,student,married,unknown,no,-7.0,no,no,telephone,31.0,jul,41.0,6.0,.0,.0,unknown,no
26.0,blue-collar,single,secondary,no,-32.0,yes,yes,cellular,31.0,jul,14.0,6.0,.0,.0,unknown,no
47.0,admin.,married,secondary,no,-1091.0,yes,yes,cellular,31.0,jul,153.0,4.0,.0,.0,unknown,no
50.0,unemployed,single,secondary,no,588.0,no,no,cellular,31.0,jul,649.0,3.0,.0,.0,unknown,no
45.0,management,divorced,secondary,no,1950.0,no,no,cellular,4.0,aug,498.0,1.0,.0,.0,unknown,no
50.0,management,married,tertiary,yes,37.0,no,no,cellular,4.0,aug,869.0,1.0,.0,.0,unknown,no
52.0,blue-collar,married,secondary,no,-397.0,no,yes,cellular,4.0,aug,151.0,1.0,.0,.0,unknown,no
45.0,blue-collar,married,unknown,no,.0,no,no,cellular,4.0,aug,408.0,1.0,.0,.0,unknown,no
31.0,technician,single,secondary,no,2305.0,no,no,cellular,4.0,aug,139.0,1.0,.0,.0,unknown,no
49.0,technician,married,secondary,no,3410.0,no,no,unknown,4.0,aug,130.0,1.0,.0,.0,unknown,no
45.0,blue-collar,married,primary,no,15515.0,no,no,cellular,4.0,aug,167.0,2.0,.0,.0,unknown,no
49.0,management,divorced,tertiary,no,5223.0,no,no,cellular,4.0,aug,86.0,1.0,.0,.0,unknown,no
58.0,retired,married,unknown,no,928.0,no,no,telephone,4.0,aug,152.0,2.0,.0,.0,unknown,no
53.0,technician,single,secondary,no,.0,no,no,cellular,4.0,aug,134.0,2.0,.0,.0,unknown,no
43.0,technician,married,tertiary,no,610.0,no,no,cellular,4.0,aug,454.0,1.0,.0,.0,unknown,no
50.0,management,married,tertiary,no,724.0,no,no,cellular,4.0,aug,144.0,3.0,.0,.0,unknown,no
39.0,technician,married,secondary,no,.0,no,no,cellular,4.0,aug,281.0,3.0,.0,.0,unknown,no
45.0,services,married,primary,no,266.0,yes,no,cellular,4.0,aug,376.0,2.0,.0,.0,unknown,no
36.0,technician,married,secondary,no,594.0,no,yes,cellular,4.0,aug,230.0,3.0,.0,.0,unknown,no
54.0,self-employed,married,secondary,no,3529.0,no,no,cellular,4.0,aug,686.0,2.0,.0,.0,unknown,no
43.0,technician,divorced,secondary,no,167.0,no,no,cellular,4.0,aug,211.0,3.0,.0,.0,unknown,no
54.0,blue-collar,married,secondary,no,448.0,yes,yes,cellular,5.0,aug,98.0,1.0,.0,.0,unknown,no
46.0,technician,divorced,secondary,no,648.0,no,no,cellular,5.0,aug,281.0,1.0,.0,.0,unknown,no
57.0,retired,divorced,tertiary,no,241.0,no,yes,cellular,5.0,aug,146.0,1.0,.0,.0,unknown,no
48.0,blue-collar,married,primary,no,574.0,no,no,cellular,5.0,aug,348.0,1.0,.0,.0,unknown,no
43.0,management,single,tertiary,no,2048.0,yes,no,cellular,5.0,aug,155.0,1.0,.0,.0,unknown,no
55.0,technician,married,secondary,no,1816.0,no,no,cellular,5.0,aug,197.0,1.0,.0,.0,unknown,no
32.0,management,married,tertiary,no,1028.0,no,no,cellular,5.0,aug,183.0,1.0,.0,.0,unknown,no
55.0,blue-collar,married,secondary,no,5443.0,no,yes,cellular,5.0,aug,264.0,2.0,.0,.0,unknown,no
30.0,management,single,tertiary,no,1041.0,no,no,cellular,5.0,aug,68.0,1.0,.0,.0,unknown,no
32.0,management,single,tertiary,no,710.0,no,no,cellular,5.0,aug,683.0,2.0,.0,.0,unknown,no
31.0,management,single,tertiary,no,155.0,yes,no,cellular,5.0,aug,291.0,1.0,.0,.0,unknown,no
54.0,management,married,tertiary,no,.0,no,no,cellular,5.0,aug,214.0,3.0,.0,.0,unknown,no
57.0,retired,married,secondary,no,1230.0,no,no,cellular,6.0,aug,78.0,4.0,.0,.0,unknown,no
58.0,services,married,secondary,no,688.0,no,no,cellular,6.0,aug,152.0,2.0,.0,.0,unknown,no
48.0,technician,married,secondary,no,1526.0,no,no,cellular,6.0,aug,273.0,2.0,.0,.0,unknown,no
37.0,technician,divorced,secondary,no,4965.0,no,no,cellular,6.0,aug,222.0,2.0,.0,.0,unknown,no
35.0,management,married,secondary,no,533.0,no,no,cellular,6.0,aug,221.0,12.0,.0,.0,unknown,no
52.0,technician,married,secondary,no,2079.0,no,no,cellular,6.0,aug,68.0,2.0,.0,.0,unknown,no
35.0,management,married,tertiary,no,249.0,yes,no,cellular,6.0,aug,127.0,2.0,.0,.0,unknown,no
43.0,management,married,tertiary,no,.0,no,no,cellular,6.0,aug,124.0,2.0,.0,.0,unknown,no
48.0,services,married,secondary,no,35.0,no,no,cellular,6.0,aug,232.0,4.0,.0,.0,unknown,no
32.0,management,divorced,secondary,no,-352.0,no,yes,cellular,6.0,aug,275.0,5.0,.0,.0,unknown,no
48.0,admin.,married,secondary,no,490.0,no,no,cellular,6.0,aug,136.0,2.0,.0,.0,unknown,no
47.0,technician,married,secondary,no,3973.0,no,no,cellular,6.0,aug,732.0,2.0,.0,.0,unknown,no
57.0,management,married,tertiary,no,.0,no,no,cellular,6.0,aug,100.0,6.0,.0,.0,unknown,no
60.0,retired,married,primary,no,1720.0,no,no,telephone,6.0,aug,115.0,5.0,.0,.0,unknown,no
33.0,student,divorced,secondary,no,422.0,no,no,cellular,6.0,aug,406.0,3.0,.0,.0,unknown,no
30.0,management,single,tertiary,no,223.0,no,no,cellular,6.0,aug,106.0,3.0,.0,.0,unknown,no
57.0,technician,married,tertiary,no,4043.0,yes,no,cellular,7.0,aug,122.0,4.0,.0,.0,unknown,no
31.0,technician,single,tertiary,no,418.0,no,no,cellular,7.0,aug,67.0,6.0,.0,.0,unknown,no
49.0,admin.,married,secondary,no,.0,no,no,cellular,7.0,aug,301.0,2.0,.0,.0,unknown,no
49.0,blue-collar,married,unknown,no,2635.0,no,no,cellular,7.0,aug,88.0,2.0,.0,.0,unknown,no
52.0,housemaid,married,primary,no,420.0,no,no,cellular,7.0,aug,139.0,4.0,.0,.0,unknown,no
34.0,student,single,tertiary,no,873.0,yes,no,cellular,7.0,aug,267.0,2.0,.0,.0,unknown,no
42.0,technician,single,secondary,no,77.0,no,yes,cellular,7.0,aug,152.0,2.0,.0,.0,unknown,no
51.0,blue-collar,married,primary,no,.0,no,no,cellular,7.0,aug,228.0,6.0,.0,.0,unknown,no
60.0,blue-collar,married,primary,no,3462.0,no,no,cellular,7.0,aug,125.0,2.0,.0,.0,unknown,no
34.0,management,married,tertiary,no,834.0,no,no,cellular,7.0,aug,182.0,2.0,.0,.0,unknown,no
51.0,management,married,tertiary,no,2125.0,no,yes,cellular,7.0,aug,20.0,2.0,.0,.0,unknown,no
31.0,blue-collar,married,primary,no,196.0,no,no,cellular,7.0,aug,248.0,1.0,.0,.0,unknown,no
32.0,services,married,secondary,no,3360.0,yes,yes,cellular,7.0,aug,365.0,5.0,.0,.0,unknown,no
30.0,technician,married,tertiary,no,.0,no,no,cellular,7.0,aug,111.0,5.0,.0,.0,unknown,no
49.0,blue-collar,married,primary,no,2316.0,no,no,telephone,7.0,aug,35.0,4.0,.0,.0,unknown,no
32.0,management,married,tertiary,no,183.0,yes,no,cellular,7.0,aug,112.0,3.0,.0,.0,unknown,no
47.0,self-employed,married,secondary,no,231.0,no,no,cellular,8.0,aug,88.0,2.0,.0,.0,unknown,no
51.0,blue-collar,married,primary,no,507.0,yes,no,cellular,8.0,aug,85.0,2.0,.0,.0,unknown,no
57.0,services,married,primary,no,2893.0,no,no,cellular,8.0,aug,207.0,2.0,.0,.0,unknown,no
53.0,services,married,tertiary,no,-3.0,no,no,cellular,8.0,aug,133.0,2.0,.0,.0,unknown,no
32.0,management,single,tertiary,no,.0,no,no,cellular,8.0,aug,282.0,4.0,.0,.0,unknown,no
52.0,management,married,tertiary,no,1209.0,no,no,cellular,8.0,aug,97.0,4.0,.0,.0,unknown,no
46.0,technician,married,secondary,no,1975.0,yes,no,cellular,8.0,aug,41.0,2.0,.0,.0,unknown,no
33.0,management,married,tertiary,no,1585.0,no,no,cellular,8.0,aug,183.0,2.0,.0,.0,unknown,no
33.0,technician,single,secondary,no,671.0,no,no,cellular,8.0,aug,45.0,2.0,.0,.0,unknown,no
39.0,self-employed,divorced,tertiary,no,.0,no,no,cellular,8.0,aug,34.0,2.0,.0,.0,unknown,no
53.0,unemployed,divorced,tertiary,no,.0,yes,yes,cellular,8.0,aug,140.0,2.0,.0,.0,unknown,no
35.0,management,single,tertiary,no,252.0,yes,no,cellular,8.0,aug,89.0,2.0,.0,.0,unknown,no
45.0,management,divorced,tertiary,no,2406.0,no,no,cellular,8.0,aug,248.0,2.0,.0,.0,unknown,no
57.0,retired,married,tertiary,no,815.0,no,no,cellular,8.0,aug,385.0,2.0,.0,.0,unknown,no
38.0,technician,married,tertiary,no,-1.0,no,no,cellular,8.0,aug,188.0,4.0,.0,.0,unknown,no
48.0,management,married,secondary,no,4415.0,yes,no,cellular,8.0,aug,148.0,6.0,.0,.0,unknown,no
35.0,self-employed,married,tertiary,no,1987.0,no,no,cellular,8.0,aug,335.0,3.0,.0,.0,unknown,no
37.0,management,married,tertiary,no,5016.0,no,no,cellular,8.0,aug,119.0,1.0,.0,.0,unknown,no
